#       time                file                area                mass    irreducible mass                spin      dimless spin-x      dimless spin-y      dimless spin-z  dimless spin-z-alt     linear mom. |P|      linear mom. Px      linear mom. Py      linear mom. Pz            origin_x            origin_y            origin_z            center_x            center_y            center_z
  20.0000000    1.0000000000e+01    1.2530822440e+01    4.9929229400e-01    4.9929229070e-01    1.1478616076e-04    1.0746234772e-05   -2.8607166282e-05   -2.2785765477e-04    0.0000000000e+00    8.0931320409e-02    7.4791094761e-02    3.0922011053e-02   -1.5583708265e-07    2.5800892522e+02    2.5025443854e+02    0.0000000000e+00    2.5799214370e+02    2.5024734843e+02    9.0816243414e-13
  22.0000000    1.1000000000e+01    1.2531585387e+01    4.9930749403e-01    4.9930749033e-01    1.2162228960e-04    1.1938594267e-05   -2.8380887795e-05   -2.4162814029e-04    0.0000000000e+00    8.0581851817e-02    7.4100173614e-02    3.1663845511e-02   -1.1815895721e-07    2.5822628519e+02    2.5034091231e+02    0.0000000000e+00    2.5820960096e+02    2.5033310974e+02   -3.4927616355e-13
  24.0000000    1.2000000000e+01    1.2532513674e+01    4.9932598737e-01    4.9932598327e-01    1.2806543318e-04    1.3134263138e-05   -2.7929503821e-05   -2.5461280797e-04    0.0000000000e+00    8.0711942636e-02    7.2954830074e-02    3.4525504383e-02   -1.0469207016e-07    2.5844290288e+02    2.5043601754e+02    0.0000000000e+00    2.5842640447e+02    2.5042747261e+02   -3.4588998332e-13
  26.0000000    1.3000000000e+01    1.2533530890e+01    4.9934625098e-01    4.9934624705e-01    1.2535462141e-04    1.4220675223e-05   -2.7399699134e-05   -2.4913217806e-04    0.0000000000e+00    8.0686950385e-02    7.1350181825e-02    3.7676723795e-02   -9.4239994356e-08    2.5865766459e+02    2.5054076421e+02    0.0000000000e+00    2.5864141093e+02    2.5053148939e+02   -3.4511282720e-13
  28.0000000    1.4000000000e+01    1.2534354752e+01    4.9936266206e-01    4.9936265846e-01    1.1996669277e-04    1.5438421335e-05   -2.6860656822e-05   -2.3823356607e-04    0.0000000000e+00    8.0574561464e-02    6.9600551684e-02    4.0595851517e-02   -9.0169652879e-08    2.5886947676e+02    2.5065500824e+02    0.0000000000e+00    2.5885351341e+02    2.5064496352e+02   -3.6531888625e-13
  30.0000000    1.5000000000e+01    1.2534862288e+01    4.9937277175e-01    4.9937276835e-01    1.1663837057e-04    1.6433727548e-05   -2.6258845507e-05   -2.3150643845e-04    0.0000000000e+00    8.0488612338e-02    6.7751808025e-02    4.3452378825e-02   -8.4379371237e-08    2.5907761327e+02    2.5077824015e+02    0.0000000000e+00    2.5906199299e+02    2.5076758122e+02   -3.6770586576e-13
  32.0000000    1.6000000000e+01    1.2535048992e+01    4.9937649128e-01    4.9937648736e-01    1.2518247009e-04    1.7711461598e-05   -2.5519855433e-05   -2.4874539168e-04    0.0000000000e+00    8.0409080490e-02    6.5777281162e-02    4.6248994672e-02   -7.0466103890e-08    2.5928138179e+02    2.5091082974e+02    0.0000000000e+00    2.5926617697e+02    2.5089934992e+02   -3.9709902033e-13
  34.0000000    1.7000000000e+01    1.2535475268e+01    4.9938498194e-01    4.9938497835e-01    1.1971241226e-04    1.8506500904e-05   -2.4845370488e-05   -2.3770937295e-04    0.0000000000e+00    8.0319988334e-02    6.3846390095e-02    4.8733345850e-02   -6.2349789374e-08    2.5948069026e+02    2.5105175741e+02    0.0000000000e+00    2.5946586709e+02    2.5103975662e+02   -4.4467207694e-13
  36.0000000    1.8000000000e+01    1.2535587425e+01    4.9938721576e-01    4.9938721239e-01    1.1590425056e-04    1.9466579819e-05   -2.4126012326e-05   -2.3001331224e-04    0.0000000000e+00    8.0235964536e-02    6.1858991215e-02    5.1100638067e-02   -5.6934516804e-08    2.5967524508e+02    2.5120096031e+02    0.0000000000e+00    2.5966084731e+02    2.5118833939e+02   -4.5916048741e-13
  38.0000000    1.9000000000e+01    1.2535813647e+01    4.9939172205e-01    4.9939171844e-01    1.2012532818e-04    2.0523820070e-05   -2.3276258273e-05   -2.3853314931e-04    0.0000000000e+00    8.0189644665e-02    5.9626266899e-02    5.3619841544e-02   -5.4889831017e-08    2.5986435595e+02    2.5135852722e+02    0.0000000000e+00    2.5985047770e+02    2.5134524091e+02   -3.3684166567e-13
  40.0000000    2.0000000000e+01    1.2536047347e+01    4.9939637712e-01    4.9939637340e-01    1.2200931539e-04    2.1445343734e-05   -2.2440434673e-05   -2.4233375370e-04    0.0000000000e+00    8.0117579675e-02    5.7252754711e-02    5.6044166967e-02   -5.0224493097e-08    2.6004754780e+02    2.5152417972e+02    0.0000000000e+00    2.6003417856e+02    2.5151030570e+02   -3.2196467714e-15
  42.0000000    2.1000000000e+01    1.2536014497e+01    4.9939572281e-01    4.9939571909e-01    1.2192801263e-04    2.2328857215e-05   -2.1537968149e-05   -2.4217203661e-04    0.0000000000e+00    8.0041453453e-02    5.4838808906e-02    5.8303853292e-02   -4.4628543000e-08    2.6022439171e+02    2.5169757275e+02    0.0000000000e+00    2.6021157189e+02    2.5168313242e+02    1.9151347175e-15
  44.0000000    2.2000000000e+01    1.2536039563e+01    4.9939622207e-01    4.9939621835e-01    1.2199673006e-04    2.3195698312e-05   -2.0597875962e-05   -2.4231082292e-04    0.0000000000e+00    7.9995290837e-02    5.2345088101e-02    6.0491638330e-02   -4.0790090445e-08    2.6039455680e+02    2.5187847355e+02    0.0000000000e+00    2.6038231429e+02    2.5186347517e+02   -5.9313665091e-14
  46.0000000    2.3000000000e+01    1.2536179631e+01    4.9939901218e-01    4.9939900828e-01    1.2490971720e-04    2.4017395356e-05   -1.9632712577e-05   -2.4818898456e-04    0.0000000000e+00    7.9921937626e-02    4.9761552810e-02    6.2540418737e-02   -4.0570040909e-08    2.6055770026e+02    2.5206654832e+02    0.0000000000e+00    2.6054605953e+02    2.5205102178e+02   -7.0082828429e-14
  48.0000000    2.4000000000e+01    1.2536255865e+01    4.9940053077e-01    4.9940052672e-01    1.2712502990e-04    2.4768018140e-05   -1.8597306556e-05   -2.5266393445e-04    0.0000000000e+00    7.9834873077e-02    4.7046344175e-02    6.4499988055e-02   -3.6649952782e-08    2.6071332567e+02    2.5226143642e+02    0.0000000000e+00    2.6070234258e+02    2.5224543225e+02   -6.6224803419e-14
  50.0000000    2.5000000000e+01    1.2536179121e+01    4.9939900217e-01    4.9939899812e-01    1.2730153602e-04    2.5555662311e-05   -1.7589361840e-05   -2.5301454790e-04    0.0000000000e+00    7.9832530232e-02    4.4351561827e-02    6.6379001550e-02   -3.3779571052e-08    2.6086133226e+02    2.5246294455e+02    0.0000000000e+00    2.6085097012e+02    2.5244644662e+02   -6.6169292268e-14
  52.0000000    2.6000000000e+01    1.2536356275e+01    4.9940253083e-01    4.9940252671e-01    1.2832209452e-04    2.6241526320e-05   -1.6523420454e-05   -2.5507311389e-04    0.0000000000e+00    7.9797488762e-02    4.1486556616e-02    6.8165275859e-02   -3.3288363550e-08    2.6100129351e+02    2.5267071434e+02    0.0000000000e+00    2.6099160227e+02    2.5265377207e+02   -1.6431300764e-14
  54.0000000    2.7000000000e+01    1.2536410399e+01    4.9940360911e-01    4.9940360476e-01    1.3172238017e-04    2.6901287930e-05   -1.5321673564e-05   -2.6193619659e-04    0.0000000000e+00    7.9690234118e-02    3.8507039783e-02    6.9769200231e-02   -3.1398231247e-08    2.6113268637e+02    2.5288433502e+02    0.0000000000e+00    2.6112375110e+02    2.5286699403e+02   -1.9012569297e-14
  56.0000000    2.8000000000e+01    1.2536599396e+01    4.9940737350e-01    4.9940736921e-01    1.3089112866e-04    2.7511938098e-05   -1.4279684190e-05   -2.6025348040e-04    0.0000000000e+00    7.9707146972e-02    3.5588577242e-02    7.1320981823e-02   -2.9145695362e-08    2.6125556506e+02    2.5310347482e+02    0.0000000000e+00    2.6124729280e+02    2.5308574870e+02   -9.4368957093e-15
  58.0000000    2.9000000000e+01    1.2536517282e+01    4.9940573799e-01    4.9940573366e-01    1.3142039870e-04    2.8106779038e-05   -1.3091922770e-05   -2.6132050738e-04    0.0000000000e+00    7.9647209405e-02    3.2578388184e-02    7.2679616051e-02   -2.8500684378e-08    2.6136957770e+02    2.5332782964e+02    0.0000000000e+00    2.6136204029e+02    2.5330972428e+02   -1.3933298959e-14
  60.0000000    3.0000000000e+01    1.2536701844e+01    4.9940941422e-01    4.9940940977e-01    1.3332095309e-04    2.8504992400e-05   -1.1825654180e-05   -2.6516745867e-04    0.0000000000e+00    7.9540777712e-02    2.9379673603e-02    7.3915966462e-02   -2.7896207216e-08    2.6147424222e+02    2.5355666463e+02    0.0000000000e+00    2.6146751125e+02    2.5353834133e+02   -9.5201624362e-15
  62.0000000    3.1000000000e+01    1.2537016277e+01    4.9941567707e-01    4.9941567258e-01    1.3396739577e-04    2.9174587956e-05   -1.0662312724e-05   -2.6644379815e-04    0.0000000000e+00    7.9654687308e-02    2.6292290199e-02    7.5190323089e-02   -2.5642473145e-08    2.6156961150e+02    2.5379027907e+02    0.0000000000e+00    2.6156360112e+02    2.5377153862e+02   -1.0408340856e-14
  64.0000000    3.2000000000e+01    1.2537101088e+01    4.9941736614e-01    4.9941736181e-01    1.3143929833e-04    2.9450656324e-05   -9.4700023642e-06   -2.6136080127e-04    0.0000000000e+00    7.9583008610e-02    2.3131178102e-02    7.6147251159e-02   -2.6925415131e-08    2.6165548840e+02    2.5402764570e+02    0.0000000000e+00    2.6165023358e+02    2.5400875833e+02   -1.1990408666e-14
  66.0000000    3.3000000000e+01    1.2537107968e+01    4.9941750322e-01    4.9941749883e-01    1.3237509011e-04    2.9815131540e-05   -8.1117739530e-06   -2.6325181065e-04    0.0000000000e+00    7.9487599851e-02    1.9828631516e-02    7.6974696507e-02   -2.5807929288e-08    2.6173142863e+02    2.5426850289e+02    0.0000000000e+00    2.6172701919e+02    2.5424941604e+02   -9.9364960704e-15
  68.0000000    3.4000000000e+01    1.2537481680e+01    4.9942494657e-01    4.9942494223e-01    1.3164381506e-04    3.0248274227e-05   -6.8973280780e-06   -2.6175861424e-04    0.0000000000e+00    7.9540489499e-02    1.6543826272e-02    7.7800972243e-02   -2.3434827556e-08    2.6179745836e+02    2.5451266971e+02    0.0000000000e+00    2.6179380897e+02    2.5449334703e+02   -1.9484414082e-14
  70.0000000    3.5000000000e+01    1.2537713735e+01    4.9942956834e-01    4.9942956411e-01    1.3007889299e-04    3.0387074680e-05   -5.6160955808e-06   -2.5861526529e-04    0.0000000000e+00    7.9520565594e-02    1.3271063105e-02    7.8405352090e-02   -2.5685778215e-08    2.6185339455e+02    2.5475940758e+02    0.0000000000e+00    2.6185055074e+02    2.5474002935e+02   -5.4123372450e-15
  72.0000000    3.6000000000e+01    1.2537852105e+01    4.9943232422e-01    4.9943232002e-01    1.2949138006e-04    3.0670595871e-05   -4.3012067317e-06   -2.5742075428e-04    0.0000000000e+00    7.9487685128e-02    9.9213038278e-03    7.8866087879e-02   -2.2255097184e-08    2.6189907406e+02    2.5500847413e+02    0.0000000000e+00    2.6189703958e+02    2.5498897612e+02   -1.2490009027e-15
  74.0000000    3.7000000000e+01    1.2538140353e+01    4.9943806525e-01    4.9943806101e-01    1.3005856798e-04    3.0812671606e-05   -3.0288753785e-06   -2.5856270123e-04    0.0000000000e+00    7.9498565822e-02    6.5785073687e-03    7.9225912482e-02   -2.3423267415e-08    2.6193443181e+02    2.5525937062e+02    0.0000000000e+00    2.6193319312e+02    2.5523983268e+02   -5.6066262744e-15
  76.0000000    3.8000000000e+01    1.2538150847e+01    4.9943827419e-01    4.9943827002e-01    1.2915671675e-04    3.0914401056e-05   -1.7324300065e-06   -2.5674366191e-04    0.0000000000e+00    7.9486237452e-02    3.1965031314e-03    7.9421938481e-02   -2.1864929317e-08    2.6195932128e+02    2.5551164448e+02    0.0000000000e+00    2.6195889291e+02    2.5549210405e+02   -1.0269562978e-15
  78.0000000    3.9000000000e+01    1.2538531688e+01    4.9944585924e-01    4.9944585508e-01    1.2899934680e-04    3.0975828905e-05   -4.4694123493e-07   -2.5642038065e-04    0.0000000000e+00    7.9487895392e-02   -1.6730240537e-04    7.9487719327e-02   -2.0945644642e-08    2.6197371092e+02    2.5576487330e+02    0.0000000000e+00    2.6197408361e+02    2.5574535959e+02    2.2870594307e-14
  80.0000000    4.0000000000e+01    1.2538762299e+01    4.9945045218e-01    4.9945044800e-01    1.2916428883e-04    3.0966268860e-05    8.6263611761e-07   -2.5675072662e-04    0.0000000000e+00    7.9489659997e-02   -3.5439000825e-03    7.9410621574e-02   -2.0951905774e-08    2.6197753536e+02    2.5601859695e+02    0.0000000000e+00    2.6197871677e+02    2.5599916162e+02   -9.3369756371e-14
  82.0000000    4.1000000000e+01    1.2539055797e+01    4.9945629775e-01    4.9945629335e-01    1.3250750786e-04    3.0898665999e-05    2.1531594874e-06   -2.6348925533e-04    0.0000000000e+00    7.9493254912e-02   -6.9158246353e-03    7.9191848988e-02   -2.0477392942e-08    2.6197074594e+02    2.5627233943e+02    0.0000000000e+00    2.6197273783e+02    2.5625302531e+02    1.2509437930e-13
  84.0000000    4.2000000000e+01    1.2539309806e+01    4.9946135673e-01    4.9946135218e-01    1.3481655650e-04    3.0790214064e-05    3.4248055043e-06   -2.6814015802e-04    0.0000000000e+00    7.9499028567e-02   -1.0271644698e-02    7.8832663651e-02   -2.0787681786e-08    2.6195336710e+02    2.5652567990e+02    0.0000000000e+00    2.6195614596e+02    2.5650651389e+02    1.2681522499e-13
  86.0000000    4.3000000000e+01    1.2539580403e+01    4.9946674613e-01    4.9946674132e-01    1.3862750425e-04    3.0628916619e-05    4.7374101219e-06   -2.7581514545e-04    0.0000000000e+00    7.9513613439e-02   -1.3615452773e-02    7.8339224964e-02   -2.0700331158e-08    2.6192535424e+02    2.5677815899e+02    0.0000000000e+00    2.6192895086e+02    2.5675918555e+02    1.2231882174e-13
  88.0000000    4.4000000000e+01    1.2539725073e+01    4.9946962755e-01    4.9946962250e-01    1.4214795927e-04    3.0408490695e-05    5.9906160315e-06   -2.8290518973e-04    0.0000000000e+00    7.9526837205e-02   -1.6925865164e-02    7.7704780575e-02   -2.0342822673e-08    2.6188681932e+02    2.5702932703e+02    0.0000000000e+00    2.6189119758e+02    2.5701058014e+02    2.8543833963e-13
  90.0000000    4.5000000000e+01    1.2539776066e+01    4.9947064361e-01    4.9947063805e-01    1.4908378520e-04    3.0119037577e-05    7.2899806008e-06   -2.9687058891e-04    0.0000000000e+00    7.9509119278e-02   -2.0219037044e-02    7.6895322285e-02   -2.0285557996e-08    2.6183774855e+02    2.5727865701e+02    0.0000000000e+00    2.6184293307e+02    2.5726018709e+02    2.9523605782e-13
  92.0000000    4.6000000000e+01    1.2539966330e+01    4.9947443340e-01    4.9947442723e-01    1.5706177232e-04    2.9774050306e-05    8.5821881092e-06   -3.1292366322e-04    0.0000000000e+00    7.9537751155e-02   -2.3529464479e-02    7.5977747796e-02   -2.0173549633e-08    2.6177814519e+02    2.5752571764e+02    0.0000000000e+00    2.6178413790e+02    2.5750756641e+02    3.4913738567e-13
  94.0000000    4.7000000000e+01    1.2540163000e+01    4.9947835087e-01    4.9947834395e-01    1.6623836167e-04    2.9434688644e-05    9.8627005118e-06   -3.3137307263e-04    0.0000000000e+00    7.9621656491e-02   -2.6746645222e-02    7.4994834167e-02   -2.0737446010e-08    2.6170811035e+02    2.5777024512e+02    0.0000000000e+00    2.6171490750e+02    2.5775240754e+02    3.3723024373e-13
  96.0000000    4.8000000000e+01    1.2540504019e+01    4.9948514294e-01    4.9948513534e-01    1.7427208914e-04    2.8992038449e-05    1.1061740113e-05   -3.4752081434e-04    0.0000000000e+00    7.9636125787e-02   -2.9836689696e-02    7.3835523146e-02   -2.0539305107e-08    2.6162794523e+02    2.5801174387e+02    0.0000000000e+00    2.6163549493e+02    2.5799426245e+02    3.5871305926e-13
  98.0000000    4.9000000000e+01    1.2540766499e+01    4.9949037129e-01    4.9949036257e-01    1.8668567075e-04    2.8448924558e-05    1.2275984723e-05   -3.7246574895e-04    0.0000000000e+00    7.9547918991e-02   -3.2921138994e-02    7.2415951441e-02   -1.9014929168e-08    2.6153774670e+02    2.5824952354e+02    0.0000000000e+00    2.6154606917e+02    2.5823248175e+02    3.4658387271e-13
 100.0000000    5.0000000000e+01    1.2541029847e+01    4.9949561711e-01    4.9949560705e-01    2.0054784290e-04    2.7889629080e-05    1.3550141107e-05   -4.0030161024e-04    0.0000000000e+00    7.9529745765e-02   -3.6072335974e-02    7.0878537223e-02   -1.8671913835e-08    2.6143745954e+02    2.5848310755e+02    0.0000000000e+00    2.6144658116e+02    2.5846652932e+02    3.7139735731e-13
 102.0000000    5.1000000000e+01    1.2541445412e+01    4.9950389326e-01    4.9950388272e-01    2.0522623539e-04    2.7342719071e-05    1.4771680810e-05   -4.0968307387e-04    0.0000000000e+00    7.9646757178e-02   -3.9105770037e-02    6.9385478875e-02   -1.9057174707e-08    2.6132727068e+02    2.5871234162e+02    0.0000000000e+00    2.6133715581e+02    2.5869611232e+02    4.0009662250e-13
 104.0000000    5.2000000000e+01    1.2541813136e+01    4.9951121599e-01    4.9951120556e-01    2.0411715472e-04    2.6753591300e-05    1.5882995604e-05   -4.0744759087e-04    0.0000000000e+00    7.9787117939e-02   -4.2005268840e-02    6.7834663548e-02   -2.0230234890e-08    2.6120749312e+02    2.5893703141e+02    0.0000000000e+00    2.6121810067e+02    2.5892109779e+02    4.9021897652e-13
 106.0000000    5.3000000000e+01    1.2542089096e+01    4.9951671163e-01    4.9951670096e-01    2.0654051617e-04    2.6031930440e-05    1.7044674332e-05   -4.1230826003e-04    0.0000000000e+00    7.9808726105e-02   -4.4877483298e-02    6.5995789679e-02   -2.0125470079e-08    2.6107821256e+02    2.5915656661e+02    0.0000000000e+00    2.6108957291e+02    2.5914101754e+02    3.7864156255e-13
 108.0000000    5.4000000000e+01    1.2542261975e+01    4.9952015348e-01    4.9952014360e-01    1.9872922553e-04    2.5212918733e-05    1.8146524956e-05   -3.9662561859e-04    0.0000000000e+00    7.9653851758e-02   -4.7623505225e-02    6.3849337115e-02   -1.7621848618e-08    2.6093974558e+02    2.5937013468e+02    0.0000000000e+00    2.6095173106e+02    2.5935506402e+02    3.9479530756e-13
 110.0000000    5.5000000000e+01    1.2542511172e+01    4.9952511503e-01    4.9952510596e-01    1.9043934159e-04    2.4421114488e-05    1.9167734289e-05   -3.7997465054e-04    0.0000000000e+00    7.9596684930e-02   -5.0250874897e-02    6.1729100301e-02   -1.5924972711e-08    2.6079249249e+02    2.5957747243e+02    0.0000000000e+00    2.6080507122e+02    2.5956286898e+02    4.1525116679e-13
 112.0000000    5.6000000000e+01    1.2542807218e+01    4.9953100975e-01    4.9953100116e-01    1.8527946747e-04    2.3659481631e-05    2.0251838221e-05   -3.6959704368e-04    0.0000000000e+00    7.9749739428e-02   -5.2901874939e-02    5.9677571723e-02   -1.6308356109e-08    2.6063644303e+02    2.5977854763e+02    0.0000000000e+00    2.6064967878e+02    2.5976438643e+02    2.9767854848e-13
 114.0000000    5.7000000000e+01    1.2543061022e+01    4.9953606339e-01    4.9953605514e-01    1.8155179999e-04    2.2777809116e-05    2.1266293894e-05   -3.6210240385e-04    0.0000000000e+00    7.9891601815e-02   -5.5487961583e-02    5.7478292946e-02   -1.9081544780e-08    2.6047184863e+02    2.5997294956e+02    0.0000000000e+00    2.6048569984e+02    2.5995930953e+02    3.2471247913e-13
 116.0000000    5.8000000000e+01    1.2543440209e+01    4.9954361384e-01    4.9954360578e-01    1.7948423049e-04    2.1863195819e-05    2.2211304114e-05   -3.5794213745e-04    0.0000000000e+00    7.9869916764e-02   -5.7873322261e-02    5.5044365510e-02   -1.7805410166e-08    2.6029908790e+02    2.6016019917e+02    0.0000000000e+00    2.6031352240e+02    2.6014712261e+02    3.1896707497e-13
 118.0000000    5.9000000000e+01    1.2543775165e+01    4.9955028365e-01    4.9955027557e-01    1.7963971528e-04    2.0875622039e-05    2.3116542591e-05   -3.5825138849e-04    0.0000000000e+00    7.9816391126e-02   -6.0127328616e-02    5.2491529277e-02   -1.6196719309e-08    2.6011852896e+02    2.6033985028e+02    0.0000000000e+00    2.6013353111e+02    2.6032738163e+02    3.2279734441e-13
 120.0000000    6.0000000000e+01    1.2543943221e+01    4.9955362994e-01    4.9955362193e-01    1.7889763661e-04    1.9879287930e-05    2.4001444006e-05   -3.5675633313e-04    0.0000000000e+00    7.9823500695e-02   -6.2318759509e-02    4.9881494329e-02   -1.6150785190e-08    2.5993048000e+02    2.6051162744e+02    0.0000000000e+00    2.5994604196e+02    2.6049976907e+02    3.4072744626e-13
 122.0000000    6.1000000000e+01    1.2544158987e+01    4.9955792644e-01    4.9955791828e-01    1.8055103979e-04    1.8695456541e-05    2.4699716403e-05   -3.6009165245e-04    0.0000000000e+00    7.9873275001e-02   -6.4436942691e-02    4.7197674476e-02   -2.9898520628e-08    2.5973529930e+02    2.6067511265e+02    0.0000000000e+00    2.5975131905e+02    2.6066400255e+02   -5.0515147620e-15
 124.0000000    6.2000000000e+01    1.2544437188e+01    4.9956346611e-01    4.9956345778e-01    1.8246645867e-04    1.7764742320e-05    2.5627747663e-05   -3.6391828058e-04    0.0000000000e+00    7.9926324148e-02   -6.6424001361e-02    4.4453001417e-02   -1.7615929644e-08    2.5953306400e+02    2.6083032222e+02    0.0000000000e+00    2.5954969919e+02    2.6081979297e+02    6.1062266354e-15
 126.0000000    6.3000000000e+01    1.2544657196e+01    4.9956784693e-01    4.9956783850e-01    1.8356272989e-04    1.6682198456e-05    2.6386471090e-05   -3.6611452892e-04    0.0000000000e+00    7.9942646144e-02   -6.8261726664e-02    4.1607251114e-02   -1.5637500376e-08    2.5932442725e+02    2.6097672553e+02    0.0000000000e+00    2.5934157075e+02    2.6096687188e+02    3.8108405320e-13
 128.0000000    6.4000000000e+01    1.2544825655e+01    4.9957120144e-01    4.9957119278e-01    1.8598499964e-04    1.5532870231e-05    2.7085169785e-05   -3.7097766330e-04    0.0000000000e+00    7.9942624602e-02   -6.9977514171e-02    3.8651917658e-02   -1.4555589123e-08    2.5910969158e+02    2.6111404454e+02    0.0000000000e+00    2.5912731604e+02    2.6110491816e+02    4.3659520443e-13
 130.0000000    6.5000000000e+01    1.2545043657e+01    4.9957554229e-01    4.9957553350e-01    1.8743099126e-04    1.4365798276e-05    2.7727516837e-05   -3.7387859056e-04    0.0000000000e+00    7.9955177470e-02   -7.1570679987e-02    3.5643627348e-02   -1.4076420436e-08    2.5888925500e+02    2.6124205527e+02    0.0000000000e+00    2.5890732942e+02    2.6123366301e+02    1.0130785100e-14
 132.0000000    6.6000000000e+01    1.2545264624e+01    4.9957994214e-01    4.9957993321e-01    1.8895643244e-04    1.3180521759e-05    2.8347543929e-05   -3.7693645923e-04    0.0000000000e+00    7.9999007132e-02   -7.3061847786e-02    3.2585388448e-02   -1.3814976349e-08    2.5866345694e+02    2.6136054704e+02    0.0000000000e+00    2.5868197304e+02    2.6135290262e+02    1.4321877018e-14
 134.0000000    6.7000000000e+01    1.2545571049e+01    4.9958604344e-01    4.9958603443e-01    1.8976525933e-04    1.1943588155e-05    2.8890677904e-05   -3.7855633849e-04    0.0000000000e+00    8.0011663938e-02   -7.4404936145e-02    2.9424001145e-02   -1.3679060031e-08    2.5843272411e+02    2.6146922068e+02    0.0000000000e+00    2.5845164233e+02    2.6146235937e+02    2.7453039841e-13
