#       time                file                area                mass    irreducible mass                spin      dimless spin-x      dimless spin-y      dimless spin-z  dimless spin-z-alt     linear mom. |P|      linear mom. Px      linear mom. Py      linear mom. Pz            origin_x            origin_y            origin_z            center_x            center_y            center_z
1982.0000000    9.9100000000e+02    4.0331519763e+01    9.6414609063e-01    8.9575113261e-01    6.6272145952e-01   -3.1228097657e-07   -6.7639324650e-07    6.8736622589e-01    6.8421790501e-01    1.7532216534e-05    1.7437506351e-05    1.8198796209e-06    5.1965343348e-09    2.5601513906e+02    2.5603126388e+02    4.9832360460e-13    2.5601596737e+02    2.5603188582e+02   -6.1206595348e-13
1984.0000000    9.9200000000e+02    4.0341715450e+01    9.6426110372e-01    8.9586434706e-01    6.6277553941e-01   -7.7614786967e-07   -3.9442324525e-06    6.8734032395e-01    6.8168567572e-01    3.7466899247e-05    3.2143521793e-05   -1.9249280068e-05    1.6662171252e-07    2.5602202030e+02    2.5602986192e+02    9.0203955416e-12    2.5601398955e+02    2.5603064131e+02   -2.4276136656e-12
1986.0000000    9.9300000000e+02    4.0348785008e+01    9.6435295943e-01    8.9594284010e-01    6.6286556407e-01   -1.4346865024e-06    3.1618933585e-06    6.8736820640e-01    6.8035021678e-01    1.9438505917e-05    1.8418919686e-05   -6.2115986311e-06    1.2227976016e-07    2.5600696577e+02    2.5602917315e+02   -9.7941099675e-12    2.5601432999e+02    2.5603022626e+02   -2.3268054150e-12
1988.0000000    9.9400000000e+02    4.0354421467e+01    9.6443586749e-01    8.9600541656e-01    6.6297929007e-01   -5.7801796428e-07   -1.3012928976e-06    6.8742703627e-01    6.8040375689e-01    4.0367077395e-05    3.5163621202e-05   -1.9824735023e-05    2.3719631100e-08    2.5601698868e+02    2.5603064067e+02   -3.0964120157e-13    2.5601539455e+02    2.5603229961e+02   -3.3861802251e-14
1990.0000000    9.9500000000e+02    4.0360222138e+01    9.6452513217e-01    8.9606981156e-01    6.6311341848e-01    2.1924571217e-06   -1.3542981420e-06    6.8750247801e-01    6.8123007767e-01    4.4039036409e-05    3.8684802391e-05   -2.1045602562e-05    7.3515863862e-08    2.5601718323e+02    2.5603686136e+02    4.4512171726e-12    2.5601471235e+02    2.5603315698e+02   -1.3798595599e-10
1992.0000000    9.9600000000e+02    4.0365735903e+01    9.6461660910e-01    8.9613101724e-01    6.6326963169e-01    3.1848890156e-07    7.0958019051e-07    6.8759922380e-01    6.8206199203e-01    3.6885262542e-05    2.2015009588e-05   -2.9594964248e-05    6.0614462200e-09    2.5601228340e+02    2.5603279836e+02   -4.1618308799e-10    2.5601513764e+02    2.5603287609e+02   -4.1556202923e-12
1994.0000000    9.9700000000e+02    4.0372553037e+01    9.6472378591e-01    8.9620668522e-01    6.6343709493e-01   -3.4711774887e-07   -1.2501477038e-06    6.8769642110e-01    6.8237047838e-01    4.7367175919e-05    2.0249298340e-05   -4.2820730856e-05    1.6739976551e-08    2.5601667043e+02    2.5603145696e+02    4.0145714530e-10    2.5601576481e+02    2.5603200845e+02    1.1691192459e-10
1996.0000000    9.9800000000e+02    4.0380040243e+01    9.6484152739e-01    8.9628978342e-01    6.6362114554e-01   -7.0517033378e-07   -1.1775508946e-06    6.8780325753e-01    6.8216972224e-01    5.1925482594e-05    1.5337320843e-05   -4.9608687930e-05    2.0344952063e-08    2.5601659384e+02    2.5603055406e+02    2.2521667864e-10    2.5601534351e+02    2.5603156610e+02   -2.4077961847e-11
1998.0000000    9.9900000000e+02    4.0387952494e+01    9.6496658763e-01    8.9637759070e-01    6.6381838877e-01   -3.2219160804e-07    8.1312236283e-08    6.8791852203e-01    6.8173548331e-01    4.8536058228e-05    9.9352076749e-06   -4.7508321330e-05    1.0802905445e-09    2.5601387374e+02    2.5603154902e+02   -4.2712527959e-10    2.5601557089e+02    2.5603190616e+02   -1.9418533448e-10
2000.0000000    1.0000000000e+03    4.0396843005e+01    9.6510275181e-01    8.9647624408e-01    6.6402114919e-01    3.3325789030e-07   -1.0155746032e-06    6.8803155721e-01    6.8138657132e-01    5.1803658346e-05    1.4191285074e-05   -4.9821945903e-05    1.2349218592e-08    2.5601644697e+02    2.5603302863e+02   -3.9341019331e-10    2.5601583072e+02    2.5603251210e+02   -3.2388469684e-10
2002.0000000    1.0010000000e+03    4.0406201003e+01    9.6524499020e-01    8.9658007319e-01    6.6422987915e-01    3.0123350161e-07   -9.8442528326e-07    6.8814641453e-01    6.8135609388e-01    5.2886588040e-05    1.5593265878e-05   -5.0535543129e-05    1.1595651259e-08    2.5601644697e+02    2.5603302863e+02   -3.9341019331e-10    2.5601568985e+02    2.5603270753e+02    9.2204022195e-14
2004.0000000    1.0020000000e+03    4.0416049840e+01    9.6539290808e-01    8.9668933530e-01    6.6444186197e-01    5.6906070086e-08   -4.0820929221e-07    6.8826055838e-01    6.8161613859e-01    5.1814781527e-05    1.6130894150e-05   -4.9239880537e-05    1.7962988952e-09    2.5601514828e+02    2.5603249245e+02    7.7774536811e-10    2.5601604154e+02    2.5603253009e+02    1.5148438059e-12
2006.0000000    1.0030000000e+03    4.0426709825e+01    9.6554908882e-01    8.9680758120e-01    6.6465436914e-01   -1.7549160264e-07   -1.1578076162e-06    6.8836931942e-01    6.8197820302e-01    5.5082821000e-05    2.0787120640e-05   -5.1009926387e-05    1.3957655882e-08    2.5601688580e+02    2.5603197977e+02   -3.1961677749e-10    2.5601617230e+02    2.5603221045e+02    3.5661473774e-12
2008.0000000    1.0040000000e+03    4.0437478520e+01    9.6570712441e-01    8.9692701714e-01    6.6487020351e-01   -2.6223344110e-07   -7.5628584140e-07    6.8848016827e-01    6.8228377766e-01    5.6024319816e-05    2.2723298393e-05   -5.1209140551e-05    6.7112783438e-09    2.5601608211e+02    2.5603174862e+02    6.2461147365e-12    2.5601611320e+02    2.5603210354e+02   -1.0227430014e-11
2010.0000000    1.0050000000e+03    4.0448446479e+01    9.6586703294e-01    8.9704864678e-01    6.6508551460e-01   -5.9383424428e-08   -6.1737681450e-07    6.8858910379e-01    6.8242574149e-01    6.0465253196e-05    2.6728829134e-05   -5.4236671365e-05    4.0505185751e-09    2.5601586425e+02    2.5603220937e+02   -3.9865888368e-11    2.5601627931e+02    2.5603226776e+02    3.9389047579e-12
2012.0000000    1.0060000000e+03    4.0459618912e+01    9.6602917210e-01    8.9717252699e-01    6.6530162727e-01    1.6223597498e-07   -9.3069237862e-07    6.8869724278e-01    6.8242415524e-01    6.8791825856e-05    3.1975690979e-05   -6.0908705447e-05    9.5846214897e-09    2.5601667063e+02    2.5603270311e+02    4.6065151693e-11    2.5601636513e+02    2.5603243420e+02   -2.2523038989e-11
2014.0000000    1.0070000000e+03    4.0470776764e+01    9.6619139513e-01    8.9729622846e-01    6.6551876680e-01    1.2146786053e-07   -7.6692403508e-07    6.8880634847e-01    6.8241323306e-01    7.5955597119e-05    3.4144422887e-05   -6.7848441976e-05    6.3878145204e-09    2.5601637065e+02    2.5603260284e+02   -8.9613261256e-11    2.5601643136e+02    2.5603245471e+02   -1.2742584765e-11
2016.0000000    1.0080000000e+03    4.0482027147e+01    9.6635368645e-01    8.9742093850e-01    6.6573222439e-01    1.1416519907e-08   -7.8495417548e-07    6.8891155870e-01    6.8243154616e-01    8.2671907306e-05    3.5908491919e-05   -7.4466263663e-05    6.4662308433e-09    2.5601647801e+02    2.5603232930e+02    3.3280267431e-11    2.5601663855e+02    2.5603232127e+02   -2.4232116314e-11
2018.0000000    1.0090000000e+03    4.0493326059e+01    9.6651646735e-01    8.9754616905e-01    6.6594572951e-01   -1.0162712346e-07   -9.7338269578e-07    6.8901643377e-01    6.8250045708e-01    8.9282728473e-05    3.7559215627e-05   -8.0998214963e-05    9.8973857044e-09    2.5601698670e+02    2.5603203389e+02   -5.6991633635e-11    2.5601669807e+02    2.5603217083e+02    3.1127267430e-11
2020.0000000    1.0100000000e+03    4.0504524015e+01    9.6667879951e-01    8.9767026342e-01    6.6616170330e-01   -9.3633858066e-08   -7.6382071927e-07    6.8912414718e-01    6.8268357083e-01    9.4153031066e-05    3.8309325462e-05   -8.6006911371e-05    6.1663768093e-09    2.5601660991e+02    2.5603200338e+02    1.5333556647e-10    2.5601674879e+02    2.5603212891e+02    2.8777702443e-11
2022.0000000    1.0110000000e+03    4.0515736359e+01    9.6684063153e-01    8.9779450005e-01    6.6637492947e-01    1.2019392957e-08   -7.9920257507e-07    6.8922933909e-01    6.8287370722e-01    9.9017948638e-05    3.9250160696e-05   -9.0906429874e-05    6.7362068198e-09    2.5601679073e+02    2.5603219551e+02   -3.1280811275e-11    2.5601689603e+02    2.5603215227e+02   -2.9377167365e-11
2024.0000000    1.0120000000e+03    4.0526908182e+01    9.6700183830e-01    8.9791827060e-01    6.6658724519e-01    5.3272974665e-08   -9.0846171622e-07    6.8933399999e-01    6.8299107441e-01    1.0325316751e-04    3.9574637427e-05   -9.5368048099e-05    8.7226357855e-09    2.5601713978e+02    2.5603224092e+02   -1.4333734200e-10    2.5601696691e+02    2.5603215778e+02   -3.5879466065e-11
2026.0000000    1.0130000000e+03    4.0537980084e+01    9.6716241474e-01    8.9804091731e-01    6.6680119566e-01    3.5968610611e-08   -7.8894907685e-07    6.8944076558e-01    6.8309930343e-01    1.0670871541e-04    3.8766223445e-05   -9.9417955226e-05    6.5572186370e-09    2.5601696143e+02    2.5603214543e+02    9.2708063448e-12    2.5601707905e+02    2.5603209656e+02   -3.5986991165e-11
2028.0000000    1.0140000000e+03    4.0549091096e+01    9.6732283091e-01    8.9816398042e-01    6.6701279729e-01   -1.3314624620e-08   -8.6600508389e-07    6.8954518179e-01    6.8320069208e-01    1.1049037417e-04    3.9048597205e-05   -1.0336019437e-04    7.8214540313e-09    2.5601723246e+02    2.5603196862e+02   -2.9699742665e-11    2.5601722809e+02    2.5603198049e+02    3.3066438476e-11
2030.0000000    1.0150000000e+03    4.0560145621e+01    9.6748273115e-01    8.9828640117e-01    6.6722464804e-01   -4.9281096404e-08   -9.0025165890e-07    6.8965018863e-01    6.8326184633e-01    1.1449301569e-04    3.9982465536e-05   -1.0728491515e-04    8.4612329981e-09    2.5601741403e+02    2.5603180956e+02    1.7128082286e-10    2.5601730516e+02    2.5603187571e+02    3.4658054204e-11
2032.0000000    1.0160000000e+03    4.0571127572e+01    9.6764233925e-01    8.9840800168e-01    6.6743840502e-01   -2.4561730634e-08   -8.0555092240e-07    6.8975733899e-01    6.8335802642e-01    1.1836186229e-04    4.0918087137e-05   -1.1106412807e-04    6.8085948459e-09    2.5601731026e+02    2.5603178221e+02   -3.1212143980e-11    2.5601740553e+02    2.5603180271e+02    3.6562364247e-11
2034.0000000    1.0170000000e+03    4.0582140881e+01    9.6780177823e-01    8.9852993289e-01    6.6765011089e-01    5.0462185562e-09   -8.5110341832e-07    6.8986245521e-01    6.8347313497e-01    1.2264776116e-04    4.2126734027e-05   -1.1518598673e-04    7.6207298120e-09    2.5601752920e+02    2.5603176149e+02    3.8779368605e-11    2.5601754131e+02    2.5603174078e+02   -4.4730996684e-11
2036.0000000    1.0180000000e+03    4.0593107862e+01    9.6796088243e-01    8.9865133476e-01    6.6786240470e-01    1.4473881463e-08   -8.8150545320e-07    6.8996838284e-01    6.8356177115e-01    1.2704695395e-04    4.3406108378e-05   -1.1940200248e-04    8.1804339214e-09    2.5601771251e+02    2.5603168991e+02   -2.0922202859e-10    2.5601764075e+02    2.5603166424e+02    1.5742573911e-10
2038.0000000    1.0190000000e+03    4.0604050187e+01    9.6811992175e-01    8.9877244734e-01    6.6807551273e-01    7.6940068677e-09   -8.2773384862e-07    6.9007516293e-01    6.8367764794e-01    1.3105367172e-04    4.4447342231e-05   -1.2328624655e-04    7.1905558556e-09    2.5601770384e+02    2.5603157311e+02    6.4303257163e-10    2.5601776412e+02    2.5603155559e+02    1.6295442773e-10
2040.0000000    1.0200000000e+03    4.0615006758e+01    9.6827915213e-01    8.9889370125e-01    6.6828885940e-01   -1.3363425434e-08   -8.6694506827e-07    6.9018201820e-01    6.8384364215e-01    1.3546193578e-04    4.5658140908e-05   -1.2753536824e-04    7.8816883324e-09    2.5601791143e+02    2.5603141482e+02   -2.8144930830e-11    2.5601790056e+02    2.5603142788e+02   -1.4788947844e-10
2042.0000000    1.0210000000e+03    4.0625959451e+01    9.6843860982e-01    8.9901489591e-01    6.6850338124e-01   -1.9675174444e-08   -8.7372131508e-07    6.9028988979e-01    6.8399203139e-01    1.3992839666e-04    4.6514173854e-05   -1.3197116260e-04    8.0100700786e-09    2.5601805006e+02    2.5603128113e+02   -7.7510597940e-10    2.5601801134e+02    2.5603130310e+02   -1.5255052777e-10
2044.0000000    1.0220000000e+03    4.0636927989e+01    9.6859796777e-01    8.9913624951e-01    6.6871682128e-01   -8.1635289768e-09   -8.3833554218e-07    6.9039668008e-01    6.8403315452e-01    1.4413055850e-04    4.7383331070e-05   -1.3611920428e-04    7.3905251762e-09    2.5601809647e+02    2.5603118125e+02    1.4897127976e-10    2.5601813705e+02    2.5603118182e+02   -1.5949197518e-10
2046.0000000    1.0230000000e+03    4.0647894799e+01    9.6875750300e-01    8.9925756763e-01    6.6893112823e-01   -2.0064313496e-09   -8.6102802279e-07    6.9050420375e-01    6.8404968664e-01    1.4860117095e-04    4.8279866987e-05   -1.4053954031e-04    7.8116287596e-09    2.5601827769e+02    2.5603106402e+02   -1.6871382069e-10    2.5601827040e+02    2.5603105754e+02   -1.6631279687e-10
2048.0000000    1.0240000000e+03    4.0658862272e+01    9.6891766804e-01    8.9937887672e-01    6.6914814426e-01    1.8359319830e-10   -8.6260169217e-07    6.9061403908e-01    6.8423375974e-01    1.5320273314e-04    4.8647961514e-05   -1.4527371828e-04    7.8414417910e-09    2.5601841138e+02    2.5603093028e+02   -1.7301299282e-10    2.5601840022e+02    2.5603091924e+02    2.0120105582e-10
2050.0000000    1.0250000000e+03    4.0669874526e+01    9.6907812113e-01    8.9950066465e-01    6.6936450168e-01   -6.0924554201e-09   -8.5556013147e-07    6.9072295318e-01    6.8443790411e-01    1.5755337745e-04    4.8993431450e-05   -1.4974214624e-04    7.7039603160e-09    2.5601852652e+02    2.5603076693e+02    9.4304958287e-10    2.5601853463e+02    2.5603076715e+02   -1.7967161092e-10
2052.0000000    1.0260000000e+03    4.0680919375e+01    9.6923876362e-01    8.9962279651e-01    6.6958030168e-01   -1.0035873723e-08   -8.6120700508e-07    6.9083112110e-01    6.8444958547e-01    1.6133281047e-04    4.9701120133e-05   -1.5348639787e-04    7.8102874333e-09    2.5601867363e+02    2.5603060127e+02   -1.3089307971e-09    2.5601866959e+02    2.5603061235e+02   -1.8612866803e-10
2054.0000000    1.0270000000e+03    4.0691969554e+01    9.6939999943e-01    8.9974497072e-01    6.6979845169e-01   -3.1839373847e-09   -8.5787493653e-07    6.9094125447e-01    6.8450971385e-01    1.6535209556e-04    5.0231525755e-05   -1.5753764397e-04    7.7527415520e-09    2.5601880509e+02    2.5603045484e+02    1.8182988448e-10    2.5601880453e+02    2.5603045349e+02   -1.9397067286e-10
2056.0000000    1.0280000000e+03    4.0703061862e+01    9.6956183906e-01    8.9986759403e-01    6.7001741536e-01   -7.1487913463e-10   -8.5465979506e-07    6.9105176005e-01    6.8473382708e-01    1.6991752905e-04    5.0536589473e-05   -1.6222829513e-04    7.7014482621e-09    2.5601893946e+02    2.5603029055e+02   -2.0319762539e-10    2.5601894407e+02    2.5603028281e+02    2.3738000454e-10
2058.0000000    1.0290000000e+03    4.0714193266e+01    9.6972397474e-01    8.9999063274e-01    6.7023600168e-01   -5.3310737417e-09   -8.5722256822e-07    6.9116162861e-01    6.8484037264e-01    1.7413515459e-04    5.1038987435e-05   -1.6648745828e-04    7.7605431994e-09    2.5601908822e+02    2.5603010031e+02    1.1079233642e-09    2.5601909201e+02    2.5603009889e+02   -2.0941770540e-10
2060.0000000    1.0300000000e+03    4.0725364932e+01    9.6988674881e-01    9.0011409959e-01    6.7045563134e-01   -1.0655038861e-08   -8.6356446923e-07    6.9127208117e-01    6.8485715453e-01    1.7784632334e-04    5.1171646708e-05   -1.7032550378e-04    7.8983222124e-09    2.5601924834e+02    2.5602990172e+02   -1.5343638027e-09    2.5601922989e+02    2.5602990681e+02   -2.1720203414e-10
2062.0000000    1.0310000000e+03    4.0736562857e+01    9.7005003353e-01    9.0023783964e-01    6.7067635655e-01   -1.1383940962e-08   -8.4739438587e-07    6.9138326207e-01    6.8502292187e-01    1.8181556776e-04    5.0846617816e-05   -1.7456094087e-04    7.5979866192e-09    2.5601935772e+02    2.5602970659e+02    2.1402701833e-10    2.5601937746e+02    2.5602971423e+02   -2.2676593936e-10
2064.0000000    1.0320000000e+03    4.0747793159e+01    9.7021361944e-01    9.0036192038e-01    6.7089701625e-01   -3.8334746399e-09   -8.6039134245e-07    6.9149412336e-01    6.8517871683e-01    1.8613901583e-04    5.1182233927e-05   -1.7896399661e-04    7.8207684964e-09    2.5601953471e+02    2.5602952113e+02   -2.3810942107e-10    2.5601952521e+02    2.5602952083e+02   -2.3611401723e-10
2066.0000000    1.0330000000e+03    4.0759066899e+01    9.7037776700e-01    9.0048646386e-01    6.7111825461e-01    3.3707927082e-09   -8.5461496277e-07    6.9160514331e-01    6.8522165724e-01    1.9022488645e-04    5.1697611479e-05   -1.8306519148e-04    7.7323292422e-09    2.5601967316e+02    2.5602932661e+02   -2.4524626774e-10    2.5601967174e+02    2.5602931583e+02    2.9233926391e-10
2068.0000000    1.0340000000e+03    4.0770365405e+01    9.7054233645e-01    9.0061126366e-01    6.7134027218e-01   -8.1418796130e-10   -8.4990733886e-07    6.9171662788e-01    6.8534215744e-01    1.9410472986e-04    5.1606015389e-05   -1.8711885333e-04    7.6549427222e-09    2.5601981705e+02    2.5602909922e+02    1.3585939040e-09    2.5601983059e+02    2.5602909237e+02    3.0470326262e-10
2070.0000000    1.0350000000e+03    4.0781687020e+01    9.7070717585e-01    9.0073630137e-01    6.7156248850e-01   -1.0774194218e-08   -8.6304769890e-07    6.9182808700e-01    6.8549822121e-01    1.9813231489e-04    5.1283964703e-05   -1.9138016905e-04    7.8981972742e-09    2.5602000176e+02    2.5602885046e+02   -1.9902202109e-10    2.5601998634e+02    2.5602885675e+02   -2.6356106186e-10
2072.0000000    1.0360000000e+03    4.0793047558e+01    9.7087247885e-01    9.0086175151e-01    6.7178505753e-01   -1.3538272799e-08   -8.5499653968e-07    6.9193954115e-01    6.8557740422e-01    2.0209960449e-04    5.1017305199e-05   -1.9555430101e-04    7.7678167639e-09    2.5602013899e+02    2.5602860896e+02   -1.4124537095e-09    2.5602013925e+02    2.5602861998e+02   -2.7391333646e-10
2074.0000000    1.0370000000e+03    4.0804415656e+01    9.7103798307e-01    9.0098726765e-01    6.7200819635e-01   -6.5485126647e-09   -8.5169038698e-07    6.9205140074e-01    6.8567440092e-01    2.0586175211e-04    5.0715632800e-05   -1.9951688027e-04    7.7087363290e-09    2.5602028932e+02    2.5602838207e+02    2.7364643884e-10    2.5602030122e+02    2.5602838355e+02   -3.8185565820e-12
2076.0000000    1.0380000000e+03    4.0815803572e+01    9.7120375296e-01    9.0111298506e-01    6.7223165695e-01    1.4977772358e-10   -8.6210082654e-07    6.9216336418e-01    6.8581474552e-01    2.0971086866e-04    5.0371839115e-05   -2.0357142775e-04    7.8936620469e-09    2.5602047226e+02    2.5602814746e+02    5.4672327776e-10    2.5602045445e+02    2.5602813937e+02    4.8714365875e-12
2078.0000000    1.0390000000e+03    4.0827239054e+01    9.7137001313e-01    9.0123920994e-01    6.7245521645e-01   -3.9666901819e-10   -8.4730110013e-07    6.9227504181e-01    6.8592982927e-01    2.1377071875e-04    5.0018893440e-05   -2.0783654740e-04    7.6334136364e-09    2.5602059892e+02    2.5602788742e+02   -2.4784335695e-10    2.5602061464e+02    2.5602788059e+02   -4.0492054154e-12
2080.0000000    1.0400000000e+03    4.0838658793e+01    9.7153624786e-01    9.0136524340e-01    6.7267937037e-01   -5.7089606695e-09   -8.5618156785e-07    6.9238731118e-01    6.8603795604e-01    2.1783785087e-04    4.9643049816e-05   -2.1210586229e-04    7.7995982841e-09    2.5602078180e+02    2.5602760723e+02   -3.0580482591e-11    2.5602078129e+02    2.5602760834e+02    1.5431433908e-11
2082.0000000    1.0410000000e+03    4.0850087923e+01    9.7170268480e-01    9.0149136288e-01    6.7290401966e-01   -9.5143574783e-09   -8.6014808408e-07    6.9249990783e-01    6.8616159253e-01    2.2161590669e-04    4.8852784282e-05   -2.1616432523e-04    7.8838926464e-09    2.5602095441e+02    2.5602732261e+02    6.3313354559e-11    2.5602094408e+02    2.5602732814e+02    1.5893009131e-11
2084.0000000    1.0420000000e+03    4.0861589384e+01    9.7186979110e-01    9.0161826270e-01    6.7312847907e-01   -8.9273486985e-09   -8.5354076909e-07    6.9261179350e-01    6.8627225249e-01    2.2526459518e-04    4.7816591607e-05   -2.2013112308e-04    7.7795212225e-09    2.5602110300e+02    2.5602704000e+02   -2.6644797479e-12    2.5602110698e+02    2.5602704412e+02    1.6822987448e-11
2086.0000000    1.0430000000e+03    4.0873053120e+01    9.7203664744e-01    9.0174472852e-01    6.7335350904e-01   -5.1223693898e-09   -8.5499186497e-07    6.9272440583e-01    6.8637966684e-01    2.2894161128e-04    4.6946741279e-05   -2.2407647087e-04    7.7998711049e-09    2.5602126998e+02    2.5602675625e+02    1.8221368858e-11    2.5602127060e+02    2.5602675619e+02    1.7161383425e-11
2088.0000000    1.0440000000e+03    4.0884514193e+01    9.7220360585e-01    9.0187114724e-01    6.7357911966e-01   -1.3270557910e-09   -8.5498555605e-07    6.9283750400e-01    6.8647074407e-01    2.3266555094e-04    4.6134916160e-05   -2.2804567096e-04    7.8045006404e-09    2.5602143496e+02    2.5602646435e+02    1.6908197065e-11    2.5602143228e+02    2.5602645866e+02    1.7939427721e-11
2090.0000000    1.0450000000e+03    4.0896056881e+01    9.7237127040e-01    9.0199844828e-01    6.7380430421e-01   -3.0014550725e-09   -8.5083317896e-07    6.9294962194e-01    6.8656148673e-01    2.3650161494e-04    4.5135159978e-05   -2.3215475689e-04    7.7466657698e-09    2.5602159201e+02    2.5602615154e+02    1.9157120335e-11    2.5602159835e+02    2.5602614806e+02    1.9012680319e-11
2092.0000000    1.0460000000e+03    4.0907562140e+01    9.7253870144e-01    9.0212531865e-01    6.7403011569e-01   -7.1080674692e-09   -8.5556635579e-07    6.9306251225e-01    6.8671570183e-01    2.4034073861e-04    4.3965012885e-05   -2.3628531104e-04    7.8318471430e-09    2.5602176881e+02    2.5602582439e+02    2.0381141219e-11    2.5602176871e+02    2.5602582644e+02   -4.5650705438e-12
2094.0000000    1.0470000000e+03    4.0919069091e+01    9.7270631159e-01    9.0225218984e-01    6.7425665128e-01   -8.9220231823e-09   -8.5917953989e-07    6.9317598051e-01    6.8685324518e-01    2.4412097986e-04    4.2754965568e-05   -2.4034780145e-04    7.9091935111e-09    2.5602194336e+02    2.5602549380e+02   -5.2793824867e-11    2.5602193207e+02    2.5602549625e+02   -4.4499959273e-12
2096.0000000    1.0480000000e+03    4.0930622505e+01    9.7287419697e-01    9.0237955536e-01    6.7448241758e-01   -9.6168035032e-09   -8.4969676181e-07    6.9328842277e-01    6.8696815327e-01    2.4936824007e-04    4.2079542595e-05   -2.4579225210e-04    7.7529567410e-09    2.5602208842e+02    2.5602515748e+02    1.9357904169e-11    2.5602209628e+02    2.5602516056e+02   -1.5969447986e-12
2098.0000000    1.0490000000e+03    4.0942174688e+01    9.7304230826e-01    9.0250688934e-01    6.7470923231e-01   -7.2706689121e-09   -8.5233337272e-07    6.9340174274e-01    6.8710654479e-01    2.5332002396e-04    4.1288501165e-05   -2.4993257921e-04    7.7994854689e-09    2.5602226135e+02    2.5602481939e+02    3.9940828422e-12    2.5602226241e+02    2.5602481810e+02    1.4665157977e-11
